Wave   ,Sample   ,Dark     ,Reference
230.218,  294.575,  284.600,  274.450
230.311,  319.275,  306.600,  296.450
230.404,  305.075,  298.600,  326.450
230.497,  317.275,  295.600,  309.450
230.591,  333.375,  342.600,  328.450
230.684,  327.975,  317.600,  333.450
230.777,  323.475,  318.600,  312.450
230.870,  312.775,  330.600,  321.450
230.964,  312.275,  321.600,  306.450
231.057,  333.075,  306.600,  332.450
231.150,  328.175,  320.600,  304.450
231.243,  334.675,  310.600,  310.450
231.336,  326.675,  334.600,  326.450
231.430,  319.375,  320.600,  279.450
231.523,  320.575,  346.600,  304.450
231.616,  311.175,  297.600,  290.450
231.709,  344.875,  328.600,  315.450
231.802,  316.175,  280.600,  295.450
231.895,  311.675,  293.600,  313.450
231.988,  318.275,  312.600,  320.450
232.082,  307.175,  316.600,  281.450
232.175,  319.175,  289.600,  279.450
232.268,  313.775,  319.600,  301.450
232.361,  318.975,  288.600,  264.450
232.454,  336.275,  297.600,  320.450
232.547,  327.575,  333.600,  272.450
232.640,  290.775,  314.600,  287.450
232.733,  334.375,  297.600,  300.450
232.826,  298.675,  303.600,  270.450
232.919,  322.075,  318.600,  294.450
233.012,  298.375,  322.600,  292.450
233.105,  300.675,  318.600,  283.450
233.199,  311.875,  324.600,  298.450
233.292,  299.275,  293.600,  307.450
233.385,  268.275,  262.600,  233.450
233.478,  302.275,  302.600,  272.450
233.571,  327.375,  314.600,  293.450
233.664,  308.175,  341.600,  283.450
233.757,  284.975,  254.600,  231.450
233.850,  294.475,  272.600,  248.450
233.943,  308.575,  298.600,  272.450
234.035,  306.075,  318.600,  292.450
234.128,  286.075,  282.600,  265.450
234.221,  310.975,  310.600,  293.450
234.314,  319.575,  333.600,  318.450
234.407,  312.475,  338.600,  286.450
234.500,  285.175,  286.600,  280.450
234.593,  293.475,  280.600,  290.450
234.686,  299.675,  276.600,  256.450
234.779,  296.575,  270.600,  275.450
234.872,  291.575,  276.600,  261.450
234.965,  299.575,  298.600,  286.450
235.058,  289.475,  269.600,  263.450
235.150,  296.675,  311.600,  286.450
235.243,  300.275,  280.600,  311.450
235.336,  314.175,  317.600,  296.450
235.429,  278.875,  258.600,  241.450
235.522,  337.275,  352.600,  293.450
235.615,  276.375,  309.600,  253.450
235.707,  299.375,  289.600,  277.450
235.800,  295.975,  302.600,  268.450
235.893,  303.575,  328.600,  262.450
235.986,  308.475,  305.600,  312.450
236.079,  300.175,  310.600,  308.450
236.171,  277.675,  272.600,  270.450
236.264,  316.075,  310.600,  282.450
236.357,  297.575,  289.600,  297.450
236.450,  323.275,  314.600,  308.450
236.542,  276.875,  286.600,  258.450
236.635,  319.175,  319.600,  287.450
236.728,  301.075,  276.600,  273.450
236.821,  290.275,  270.600,  268.450
236.913,  285.575,  326.600,  268.450
237.006,  286.575,  300.600,  257.450
237.099,  302.775,  289.600,  271.450
237.191,  306.175,  345.600,  288.450
237.284,  285.375,  256.600,  282.450
237.377,  302.775,  294.600,  312.450
237.470,  299.875,  291.600,  256.450
237.562,  293.075,  266.600,  261.450
237.655,  341.675,  342.600,  294.450
237.747,  316.575,  325.600,  263.450
237.840,  326.775,  292.600,  302.450
237.933,  315.675,  327.600,  284.450
238.025,  313.175,  338.600,  306.450
238.118,  295.475,  306.600,  287.450
238.211,  282.775,  282.600,  227.450
238.303,  285.875,  277.600,  273.450
238.396,  276.275,  289.600,  270.450
238.488,  298.875,  300.600,  281.450
238.581,  288.475,  306.600,  235.450
238.673,  292.075,  304.600,  273.450
238.766,  293.875,  268.600,  282.450
238.859,  287.475,  282.600,  277.450
238.951,  292.675,  295.600,  280.450
239.044,  285.775,  270.600,  283.450
239.136,  272.975,  269.600,  284.450
239.229,  290.875,  297.600,  291.450
239.321,  284.675,  262.600,  248.450
239.414,  299.475,  289.600,  288.450
239.506,  295.975,  280.600,  267.450
239.599,  329.575,  352.600,  292.450
239.691,  302.175,  306.600,  269.450
239.784,  317.375,  296.600,  288.450
239.876,  301.975,  280.600,  288.450
239.969,  294.075,  287.600,  281.450
240.061,  279.475,  277.600,  262.450
240.153,  288.975,  260.600,  278.450
240.246,  301.175,  295.600,  292.450
240.338,  318.575,  309.600,  324.450
240.431,  277.475,  277.600,  282.450
240.523,  284.975,  300.600,  237.450
240.615,  308.675,  293.600,  321.450
240.708,  315.875,  355.600,  292.450
240.800,  310.475,  302.600,  288.450
240.893,  288.275,  274.600,  261.450
240.985,  301.475,  321.600,  270.450
241.077,  275.575,  268.600,  262.450
241.170,  315.175,  313.600,  286.450
241.262,  302.875,  284.600,  284.450
241.354,  261.175,  246.600,  244.450
241.447,  291.575,  286.600,  271.450
241.539,  278.575,  295.600,  247.450
241.631,  315.575,  312.600,  279.450
241.724,  273.975,  261.600,  246.450
241.816,  293.075,  258.600,  264.450
241.908,  285.275,  278.600,  263.450
242.000,  280.775,  283.600,  263.450
242.093,  285.375,  303.600,  261.450
242.185,  292.275,  306.600,  269.450
242.277,  279.975,  282.600,  242.450
242.369,  299.775,  278.600,  269.450
242.462,  285.575,  271.600,  247.450
242.554,  290.075,  253.600,  266.450
242.646,  293.175,  282.600,  270.450
242.738,  319.075,  320.600,  281.450
242.830,  264.775,  292.600,  230.450
242.923,  304.075,  309.600,  303.450
243.015,  278.075,  288.600,  269.450
243.107,  280.375,  280.600,  253.450
243.199,  302.575,  309.600,  300.450
243.291,  280.075,  319.600,  253.450
243.383,  256.275,  240.600,  273.450
243.476,  273.075,  257.600,  282.450
243.568,  302.175,  293.600,  284.450
243.660,  284.075,  260.600,  268.450
