Wave   ,Sample   ,Dark     ,Reference
230.218,  270.675,  284.600,  274.450
230.311,  312.675,  306.600,  296.450
230.404,  317.675,  298.600,  326.450
230.497,  286.675,  295.600,  309.450
230.591,  324.675,  342.600,  328.450
230.684,  327.675,  317.600,  333.450
230.777,  302.675,  318.600,  312.450
230.870,  314.675,  330.600,  321.450
230.964,  303.675,  321.600,  306.450
231.057,  352.675,  306.600,  332.450
231.150,  331.675,  320.600,  304.450
231.243,  287.675,  310.600,  310.450
231.336,  317.675,  334.600,  326.450
231.430,  317.675,  320.600,  279.450
231.523,  314.675,  346.600,  304.450
231.616,  293.675,  297.600,  290.450
231.709,  321.675,  328.600,  315.450
231.802,  310.675,  280.600,  295.450
231.895,  266.675,  293.600,  313.450
231.988,  327.675,  312.600,  320.450
232.082,  290.675,  316.600,  281.450
232.175,  294.675,  289.600,  279.450
232.268,  283.675,  319.600,  301.450
232.361,  327.675,  288.600,  264.450
232.454,  315.675,  297.600,  320.450
232.547,  315.675,  333.600,  272.450
232.640,  275.675,  314.600,  287.450
232.733,  325.675,  297.600,  300.450
232.826,  259.675,  303.600,  270.450
232.919,  309.675,  318.600,  294.450
233.012,  303.675,  322.600,  292.450
233.105,  289.675,  318.600,  283.450
233.199,  326.675,  324.600,  298.450
233.292,  299.675,  293.600,  307.450
233.385,  250.675,  262.600,  233.450
233.478,  285.675,  302.600,  272.450
233.571,  306.675,  314.600,  293.450
233.664,  339.675,  341.600,  283.450
233.757,  311.675,  254.600,  231.450
233.850,  291.675,  272.600,  248.450
233.943,  300.675,  298.600,  272.450
234.035,  337.675,  318.600,  292.450
234.128,  295.675,  282.600,  265.450
234.221,  323.675,  310.600,  293.450
234.314,  319.675,  333.600,  318.450
234.407,  314.675,  338.600,  286.450
234.500,  302.675,  286.600,  280.450
234.593,  291.675,  280.600,  290.450
234.686,  287.675,  276.600,  256.450
234.779,  293.675,  270.600,  275.450
234.872,  267.675,  276.600,  261.450
234.965,  317.675,  298.600,  286.450
235.058,  293.675,  269.600,  263.450
235.150,  293.675,  311.600,  286.450
235.243,  300.675,  280.600,  311.450
235.336,  327.675,  317.600,  296.450
235.429,  272.675,  258.600,  241.450
235.522,  340.675,  352.600,  293.450
235.615,  246.675,  309.600,  253.450
235.707,  290.675,  289.600,  277.450
235.800,  281.675,  302.600,  268.450
235.893,  282.675,  328.600,  262.450
235.986,  288.675,  305.600,  312.450
236.079,  317.675,  310.600,  308.450
236.171,  267.675,  272.600,  270.450
236.264,  316.675,  310.600,  282.450
236.357,  301.675,  289.600,  297.450
236.450,  306.675,  314.600,  308.450
236.542,  278.675,  286.600,  258.450
236.635,  351.675,  319.600,  287.450
236.728,  282.675,  276.600,  273.450
236.821,  288.675,  270.600,  268.450
236.913,  267.675,  326.600,  268.450
237.006,  277.675,  300.600,  257.450
237.099,  263.675,  289.600,  271.450
237.191,  281.675,  345.600,  288.450
237.284,  310.675,  256.600,  282.450
237.377,  329.675,  294.600,  312.450
237.470,  334.675,  291.600,  256.450
237.562,  279.675,  266.600,  261.450
237.655,  282.675,  342.600,  294.450
237.747,  309.675,  325.600,  263.450
237.840,  290.675,  292.600,  302.450
237.933,  327.675,  327.600,  284.450
238.025,  317.675,  338.600,  306.450
238.118,  263.675,  306.600,  287.450
238.211,  266.675,  282.600,  227.450
238.303,  279.675,  277.600,  273.450
238.396,  271.675,  289.600,  270.450
238.488,  290.675,  300.600,  281.450
238.581,  261.675,  306.600,  235.450
238.673,  265.675,  304.600,  273.450
238.766,  291.675,  268.600,  282.450
238.859,  289.675,  282.600,  277.450
238.951,  275.675,  295.600,  280.450
239.044,  248.675,  270.600,  283.450
239.136,  252.675,  269.600,  284.450
239.229,  305.675,  297.600,  291.450
239.321,  284.675,  262.600,  248.450
239.414,  301.675,  289.600,  288.450
239.506,  272.675,  280.600,  267.450
239.599,  330.675,  352.600,  292.450
239.691,  308.675,  306.600,  269.450
239.784,  268.675,  296.600,  288.450
239.876,  310.675,  280.600,  288.450
239.969,  290.675,  287.600,  281.450
240.061,  275.675,  277.600,  262.450
240.153,  262.675,  260.600,  278.450
240.246,  302.675,  295.600,  292.450
240.338,  329.675,  309.600,  324.450
240.431,  279.675,  277.600,  282.450
240.523,  251.675,  300.600,  237.450
240.615,  309.675,  293.600,  321.450
240.708,  329.675,  355.600,  292.450
240.800,  298.675,  302.600,  288.450
240.893,  279.675,  274.600,  261.450
240.985,  313.675,  321.600,  270.450
241.077,  252.675,  268.600,  262.450
241.170,  286.675,  313.600,  286.450
241.262,  313.675,  284.600,  284.450
241.354,  239.675,  246.600,  244.450
241.447,  282.675,  286.600,  271.450
241.539,  274.675,  295.600,  247.450
241.631,  329.675,  312.600,  279.450
241.724,  282.675,  261.600,  246.450
241.816,  283.675,  258.600,  264.450
241.908,  259.675,  278.600,  263.450
242.000,  293.675,  283.600,  263.450
242.093,  296.675,  303.600,  261.450
242.185,  303.675,  306.600,  269.450
242.277,  299.675,  282.600,  242.450
242.369,  301.675,  278.600,  269.450
242.462,  282.675,  271.600,  247.450
242.554,  270.675,  253.600,  266.450
242.646,  275.675,  282.600,  270.450
242.738,  309.675,  320.600,  281.450
242.830,  258.675,  292.600,  230.450
242.923,  309.675,  309.600,  303.450
243.015,  279.675,  288.600,  269.450
243.107,  277.675,  280.600,  253.450
243.199,  226.675,  309.600,  300.450
243.291,  259.675,  319.600,  253.450
243.383,  284.675,  240.600,  273.450
243.476,  303.675,  257.600,  282.450
243.568,  236.675,  293.600,  284.450
243.660,  309.675,  260.600,  268.450
243.752,  287.675,  305.600,  270.450
243.844,  262.675,  299.600,  284.450
243.936,  297.675,  316.600,  299.450
244.028,  264.675,  332.600,  290.450
244.120,  240.675,  267.600,  230.450
244.212,  295.675,  298.600,  289.450
244.305,  273.675,  267.600,  270.450
244.397,  274.675,  315.600,  267.450
244.489,  310.675,  303.600,  285.450
244.581,  298.675,  301.600,  279.450
244.673,  277.675,  286.600,  252.450
244.765,  272.675,  277.600,  293.450
244.857,  279.675,  303.600,  251.450
244.949,  285.675,  305.600,  282.450
245.041,  253.675,  250.600,  223.450
245.133,  284.675,  294.600,  292.450
245.225,  280.675,  258.600,  248.450
245.317,  287.675,  253.600,  267.450
245.409,  290.675,  282.600,  263.450
245.501,  310.675,  286.600,  265.450
245.593,  280.675,  328.600,  278.450
245.685,  290.675,  330.600,  286.450
245.776,  275.675,  298.600,  267.450
245.868,  269.675,  308.600,  263.450
245.960,  287.675,  242.600,  252.450
246.052,  312.675,  291.600,  307.450
246.144,  301.675,  282.600,  285.450
246.236,  277.675,  296.600,  257.450
246.328,  302.675,  285.600,  287.450
246.420,  265.675,  282.600,  270.450
246.512,  318.675,  303.600,  295.450
246.604,  304.675,  280.600,  278.450
246.695,  288.675,  275.600,  268.450
246.787,  293.675,  288.600,  299.450
246.879,  302.675,  296.600,  275.450
246.971,  279.675,  305.600,  285.450
247.063,  266.675,  281.600,  253.450
247.155,  296.675,  295.600,  240.450
247.246,  250.675,  305.600,  285.450
247.338,  281.675,  297.600,  287.450
247.430,  305.675,  298.600,  312.450
247.522,  293.675,  294.600,  294.450
247.613,  308.675,  287.600,  278.450
247.705,  267.675,  302.600,  286.450
247.797,  318.675,  322.600,  301.450
247.889,  318.675,  294.600,  286.450
247.980,  310.675,  318.600,  273.450
248.072,  304.675,  315.600,  275.450
248.164,  343.675,  368.600,  297.450
248.256,  297.675,  280.600,  302.450
248.347,  321.675,  312.600,  275.450
248.439,  299.675,  302.600,  260.450
248.531,  308.675,  301.600,  297.450
248.622,  317.675,  315.600,  318.450
248.714,  270.675,  303.600,  257.450
248.806,  268.675,  301.600,  287.450
248.897,  261.675,  266.600,  290.450
248.989,  272.675,  260.600,  246.450
249.081,  268.675,  291.600,  305.450
249.172,  321.675,  289.600,  264.450
249.264,  246.675,  310.600,  303.450
249.356,  280.675,  274.600,  253.450
249.447,  270.675,  287.600,  283.450
249.539,  256.675,  289.600,  288.450
249.630,  282.675,  296.600,  286.450
249.722,  325.675,  310.600,  305.450
249.813,  280.675,  302.600,  256.450
249.905,  297.675,  319.600,  291.450
249.997,  314.675,  270.600,  248.450
250.088,  305.675,  295.600,  285.450
250.180,  322.675,  280.600,  288.450
250.271,  288.675,  296.600,  268.450
250.363,  318.675,  329.600,  307.450
250.454,  283.675,  268.600,  238.450
250.546,  298.675,  271.600,  272.450
250.637,  287.675,  285.600,  242.450
250.729,  266.675,  267.600,  250.450
250.820,  319.675,  306.600,  297.450
250.912,  295.675,  299.600,  243.450
251.003,  277.675,  285.600,  296.450
251.095,  271.675,  296.600,  273.450
251.186,  287.675,  269.600,  253.450
251.277,  285.675,  276.600,  290.450
251.369,  291.675,  295.600,  275.450
251.460,  316.675,  272.600,  272.450
251.552,  297.675,  293.600,  292.450
251.643,  309.675,  292.600,  276.450
251.735,  296.675,  303.600,  241.450
251.826,  315.675,  313.600,  259.450
251.917,  308.675,  325.600,  258.450
252.009,  308.675,  338.600,  254.450
252.100,  294.675,  343.600,  266.450
252.191,  340.675,  337.600,  260.450
252.283,  369.675,  328.600,  299.450
252.374,  356.675,  372.600,  289.450
252.465,  418.675,  390.600,  301.450
252.557,  393.675,  393.600,  251.450
252.648,  418.675,  378.600,  258.450
252.739,  418.675,  397.600,  267.450
252.831,  426.675,  439.600,  250.450
252.922,  423.675,  440.600,  266.450
253.013,  480.675,  520.600,  241.450
253.104,  587.675,  576.600,  255.450
253.196,  719.675,  712.600,  265.450
253.287,  815.675,  807.600,  289.450
253.378, 1195.675, 1233.600,  257.450
253.469, 4248.675, 4083.600,  246.450
253.561,23183.676,23239.600,  253.450
253.652,42301.676,42949.602,  272.450
253.743, 5855.675, 5893.600,  210.450
253.834,  629.675,  622.600,  260.450
253.926,  518.675,  531.600,  249.450
254.017,  483.675,  459.600,  280.450
254.108,  442.675,  528.600,  290.450
254.199,  439.675,  418.600,  277.450
254.290,  462.675,  380.600,  290.450
254.381,  393.675,  429.600,  276.450
254.472,  405.675,  437.600,  250.450
254.564,  403.675,  411.600,  327.450
254.655,  365.675,  392.600,  304.450
254.746,  295.675,  345.600,  225.450
254.837,  352.675,  372.600,  282.450
254.928,  354.675,  368.600,  247.450
255.019,  389.675,  375.600,  281.450
255.110,  322.675,  357.600,  302.450
255.201,  315.675,  318.600,  284.450
255.292,  376.675,  381.600,  271.450
