Wave   ,Sample   ,Dark     ,Reference
230.218,  289.038,  284.600,  274.450
230.311,  315.237,  306.600,  296.450
230.404,  294.737,  298.600,  326.450
230.497,  314.438,  295.600,  309.450
230.591,  338.038,  342.600,  328.450
230.684,  330.237,  317.600,  333.450
230.777,  317.837,  318.600,  312.450
230.870,  314.837,  330.600,  321.450
230.964,  314.538,  321.600,  306.450
231.057,  334.538,  306.600,  332.450
231.150,  338.538,  320.600,  304.450
231.243,  325.737,  310.600,  310.450
231.336,  332.138,  334.600,  326.450
231.430,  313.538,  320.600,  279.450
231.523,  324.438,  346.600,  304.450
231.616,  311.438,  297.600,  290.450
231.709,  339.337,  328.600,  315.450
231.802,  317.938,  280.600,  295.450
231.895,  313.337,  293.600,  313.450
231.988,  323.438,  312.600,  320.450
232.082,  299.837,  316.600,  281.450
232.175,  306.538,  289.600,  279.450
232.268,  308.538,  319.600,  301.450
232.361,  312.837,  288.600,  264.450
232.454,  343.138,  297.600,  320.450
232.547,  329.538,  333.600,  272.450
232.640,  298.938,  314.600,  287.450
232.733,  324.638,  297.600,  300.450
232.826,  311.538,  303.600,  270.450
232.919,  322.138,  318.600,  294.450
233.012,  302.237,  322.600,  292.450
233.105,  308.038,  318.600,  283.450
233.199,  311.438,  324.600,  298.450
233.292,  305.337,  293.600,  307.450
233.385,  272.337,  262.600,  233.450
233.478,  305.737,  302.600,  272.450
233.571,  337.638,  314.600,  293.450
233.664,  320.837,  341.600,  283.450
233.757,  290.737,  254.600,  231.450
233.850,  290.038,  272.600,  248.450
233.943,  302.237,  298.600,  272.450
234.035,  312.638,  318.600,  292.450
234.128,  297.237,  282.600,  265.450
234.221,  306.737,  310.600,  293.450
234.314,  329.038,  333.600,  318.450
234.407,  315.337,  338.600,  286.450
234.500,  295.138,  286.600,  280.450
234.593,  296.938,  280.600,  290.450
234.686,  304.237,  276.600,  256.450
234.779,  304.438,  270.600,  275.450
234.872,  295.538,  276.600,  261.450
234.965,  299.737,  298.600,  286.450
235.058,  292.538,  269.600,  263.450
235.150,  301.038,  311.600,  286.450
235.243,  298.837,  280.600,  311.450
235.336,  313.438,  317.600,  296.450
235.429,  275.837,  258.600,  241.450
235.522,  338.038,  352.600,  293.450
235.615,  272.237,  309.600,  253.450
235.707,  294.237,  289.600,  277.450
235.800,  303.938,  302.600,  268.450
235.893,  295.538,  328.600,  262.450
235.986,  315.538,  305.600,  312.450
236.079,  299.837,  310.600,  308.450
236.171,  278.538,  272.600,  270.450
236.264,  334.837,  310.600,  282.450
236.357,  306.337,  289.600,  297.450
236.450,  319.837,  314.600,  308.450
236.542,  272.538,  286.600,  258.450
236.635,  324.438,  319.600,  287.450
236.728,  296.638,  276.600,  273.450
236.821,  285.237,  270.600,  268.450
236.913,  295.538,  326.600,  268.450
237.006,  281.237,  300.600,  257.450
237.099,  290.837,  289.600,  271.450
237.191,  307.237,  345.600,  288.450
237.284,  276.638,  256.600,  282.450
237.377,  309.438,  294.600,  312.450
237.470,  300.138,  291.600,  256.450
237.562,  289.337,  266.600,  261.450
237.655,  332.337,  342.600,  294.450
