Wave   ,Sample   ,Dark     ,Reference
230.218,  288.610,  284.600,  274.450
230.311,  314.270,  306.600,  296.450
230.404,  304.590,  298.600,  326.450
230.497,  308.450,  295.600,  309.450
230.591,  330.560,  342.600,  328.450
230.684,  323.300,  317.600,  333.450
230.777,  313.170,  318.600,  312.450
230.870,  308.740,  330.600,  321.450
230.964,  306.260,  321.600,  306.450
231.057,  336.540,  306.600,  332.450
231.150,  328.630,  320.600,  304.450
231.243,  323.960,  310.600,  310.450
231.336,  327.740,  334.600,  326.450
231.430,  315.330,  320.600,  279.450
231.523,  319.730,  346.600,  304.450
231.616,  303.900,  297.600,  290.450
231.709,  342.990,  328.600,  315.450
231.802,  310.330,  280.600,  295.450
231.895,  307.700,  293.600,  313.450
231.988,  320.420,  312.600,  320.450
232.082,  305.950,  316.600,  281.450
232.175,  311.340,  289.600,  279.450
232.268,  311.550,  319.600,  301.450
232.361,  311.360,  288.600,  264.450
232.454,  329.130,  297.600,  320.450
232.547,  326.110,  333.600,  272.450
232.640,  301.940,  314.600,  287.450
232.733,  324.180,  297.600,  300.450
232.826,  301.550,  303.600,  270.450
232.919,  322.190,  318.600,  294.450
233.012,  298.410,  322.600,  292.450
233.105,  306.540,  318.600,  283.450
233.199,  311.340,  324.600,  298.450
233.292,  303.510,  293.600,  307.450
233.385,  267.830,  262.600,  233.450
233.478,  301.990,  302.600,  272.450
233.571,  332.280,  314.600,  293.450
233.664,  315.870,  341.600,  283.450
233.757,  285.570,  254.600,  231.450
233.850,  290.310,  272.600,  248.450
233.943,  301.190,  298.600,  272.450
234.035,  311.760,  318.600,  292.450
234.128,  290.210,  282.600,  265.450
234.221,  306.630,  310.600,  293.450
234.314,  317.520,  333.600,  318.450
234.407,  320.100,  338.600,  286.450
234.500,  292.280,  286.600,  280.450
234.593,  297.570,  280.600,  290.450
234.686,  305.370,  276.600,  256.450
234.779,  297.020,  270.600,  275.450
234.872,  289.130,  276.600,  261.450
234.965,  296.900,  298.600,  286.450
235.058,  284.600,  269.600,  263.450
235.150,  295.760,  311.600,  286.450
235.243,  292.700,  280.600,  311.450
235.336,  311.150,  317.600,  296.450
235.429,  283.120,  258.600,  241.450
235.522,  338.280,  352.600,  293.450
235.615,  272.000,  309.600,  253.450
235.707,  291.570,  289.600,  277.450
235.800,  295.030,  302.600,  268.450
235.893,  300.100,  328.600,  262.450
235.986,  308.250,  305.600,  312.450
236.079,  294.220,  310.600,  308.450
236.171,  281.470,  272.600,  270.450
236.264,  318.910,  310.600,  282.450
236.357,  300.770,  289.600,  297.450
236.450,  320.980,  314.600,  308.450
236.542,  276.060,  286.600,  258.450
236.635,  325.120,  319.600,  287.450
236.728,  294.380,  276.600,  273.450
236.821,  287.050,  270.600,  268.450
236.913,  284.910,  326.600,  268.450
237.006,  276.640,  300.600,  257.450
237.099,  293.830,  289.600,  271.450
237.191,  310.000,  345.600,  288.450
237.284,  273.710,  256.600,  282.450
237.377,  302.380,  294.600,  312.450
237.470,  295.310,  291.600,  256.450
