Wave   ,Sample   ,Dark     ,Reference
230.218,  309.675,  284.600,  274.450
230.311,  302.675,  306.600,  296.450
230.404,  297.675,  298.600,  326.450
230.497,  287.675,  295.600,  309.450
230.591,  327.675,  342.600,  328.450
230.684,  350.675,  317.600,  333.450
230.777,  315.675,  318.600,  312.450
230.870,  286.675,  330.600,  321.450
230.964,  303.675,  321.600,  306.450
231.057,  313.675,  306.600,  332.450
231.150,  335.675,  320.600,  304.450
231.243,  321.675,  310.600,  310.450
231.336,  317.675,  334.600,  326.450
231.430,  343.675,  320.600,  279.450
231.523,  314.675,  346.600,  304.450
231.616,  307.675,  297.600,  290.450
231.709,  332.675,  328.600,  315.450
231.802,  300.675,  280.600,  295.450
231.895,  315.675,  293.600,  313.450
231.988,  341.675,  312.600,  320.450
232.082,  319.675,  316.600,  281.450
232.175,  344.675,  289.600,  279.450
232.268,  324.675,  319.600,  301.450
232.361,  315.675,  288.600,  264.450
232.454,  312.675,  297.600,  320.450
232.547,  293.675,  333.600,  272.450
232.640,  306.675,  314.600,  287.450
232.733,  308.675,  297.600,  300.450
232.826,  251.675,  303.600,  270.450
232.919,  310.675,  318.600,  294.450
233.012,  302.675,  322.600,  292.450
233.105,  297.675,  318.600,  283.450
233.199,  330.675,  324.600,  298.450
233.292,  317.675,  293.600,  307.450
233.385,  243.675,  262.600,  233.450
233.478,  291.675,  302.600,  272.450
233.571,  308.675,  314.600,  293.450
233.664,  325.675,  341.600,  283.450
233.757,  312.675,  254.600,  231.450
233.850,  289.675,  272.600,  248.450
233.943,  287.675,  298.600,  272.450
234.035,  326.675,  318.600,  292.450
234.128,  284.675,  282.600,  265.450
234.221,  324.675,  310.600,  293.450
234.314,  294.675,  333.600,  318.450
234.407,  339.675,  338.600,  286.450
234.500,  307.675,  286.600,  280.450
234.593,  314.675,  280.600,  290.450
234.686,  310.675,  276.600,  256.450
234.779,  311.675,  270.600,  275.450
234.872,  297.675,  276.600,  261.450
234.965,  287.675,  298.600,  286.450
235.058,  293.675,  269.600,  263.450
235.150,  301.675,  311.600,  286.450
235.243,  267.675,  280.600,  311.450
235.336,  312.675,  317.600,  296.450
235.429,  285.675,  258.600,  241.450
235.522,  334.675,  352.600,  293.450
235.615,  274.675,  309.600,  253.450
235.707,  285.675,  289.600,  277.450
235.800,  288.675,  302.600,  268.450
235.893,  294.675,  328.600,  262.450
235.986,  305.675,  305.600,  312.450
236.079,  289.675,  310.600,  308.450
236.171,  250.675,  272.600,  270.450
236.264,  312.675,  310.600,  282.450
236.357,  291.675,  289.600,  297.450
236.450,  304.675,  314.600,  308.450
236.542,  268.675,  286.600,  258.450
236.635,  331.675,  319.600,  287.450
236.728,  302.675,  276.600,  273.450
236.821,  275.675,  270.600,  268.450
236.913,  276.675,  326.600,  268.450
237.006,  294.675,  300.600,  257.450
237.099,  277.675,  289.600,  271.450
237.191,  331.675,  345.600,  288.450
237.284,  279.675,  256.600,  282.450
237.377,  310.675,  294.600,  312.450
237.470,  287.675,  291.600,  256.450
237.562,  294.675,  266.600,  261.450
237.655,  349.675,  342.600,  294.450
