longitud_onda,intensidad
2277.89688110352,891.194351365118
2278.26263427734,881.345024164327
2278.62854003906,870.851089404848
2278.99429321289,790.578025010542
2279.35989379883,831.277484634031
2279.72549438477,821.725456401683
2280.09124755859,811.494508497559
2280.45669555664,754.551186943838
2280.82214355469,828.456999669846
2281.18743896484,744.41829851377
2281.55288696289,736.136347198253
2281.91787719727,762.301367600749
2282.28317260742,737.849333227805
2282.64846801758,698.184853432389
2283.01330566406,719.878949584087
2283.37829589844,608.521079854811
2283.74328613281,648.234896853121
2284.1081237793,605.001789243906
2284.47296142578,627.267929244159
2284.83764648438,649.26732922746
2285.20217895508,546.256305575878
2285.56686401367,570.332085854426
2285.93139648438,642.324307287625
2286.29592895508,625.90288024218
2286.66030883789,610.525749456899
2287.02453613281,617.278990539415
2287.38891601563,588.460126917274
2287.75314331055,592.326277106092
2288.11721801758,609.664845735801
2288.48114013672,635.032652715521
2288.84521484375,542.735212536771
2289.20913696289,569.674489524807
2289.57305908203,582.391694075985
2289.93682861328,539.708851103655
2290.30059814453,560.192425947321
2290.66421508789,581.355754852711
2291.02798461914,565.84029282786
2291.3916015625,530.65750298157
2291.75506591797,525.391819497879
2292.11837768555,545.931066747355
2292.48168945313,599.414142575774
2292.8450012207,699.969095718037
2293.20816040039,972.20856714101
2293.57131958008,1729.60977149862
2293.93447875977,2324.04018952829
2294.29733276367,1343.12695279707
2294.66049194336,724.211494544183
2295.02334594727,670.300813472967
