Wave   ,Sample   ,Dark     ,Reference
392.083,  314.794,  311.871,  308.110
392.168,  319.074,  318.551,  316.390
392.253,  317.784,  317.421,  315.990
392.339,  341.625,  339.961,  335.510
392.424,  322.854,  323.441,  317.600
392.509,  339.634,  338.311,  333.640
392.595,  332.965,  334.291,  329.440
392.680,  338.014,  337.851,  334.440
392.765,  315.525,  319.461,  313.210
392.851,  348.145,  352.591,  343.580
392.936,  326.044,  326.041,  321.680
393.021,  357.574,  360.711,  355.170
393.107,  335.224,  336.561,  332.750
393.192,  333.365,  340.121,  330.880
393.277,  338.424,  341.641,  332.570
393.362,  342.724,  346.951,  339.650
393.447,  334.345,  339.431,  328.180
393.533,  311.424,  309.811,  303.850
393.618,  324.845,  327.861,  321.010
393.703,  338.224,  345.551,  338.320
393.788,  324.085,  323.471,  320.090
393.873,  322.435,  325.131,  321.070
393.959,  326.044,  328.591,  320.750
394.044,  302.215,  302.371,  298.770
394.129,  308.224,  307.901,  306.970
394.214,  319.284,  318.151,  318.350
394.299,  332.854,  333.511,  333.340
394.384,  337.745,  338.591,  337.980
394.469,  295.174,  295.451,  291.540
394.554,  311.034,  309.711,  305.850
394.640,  316.245,  314.531,  311.400
394.725,  328.974,  329.961,  327.390
394.810,  302.745,  299.931,  295.010
394.895,  324.924,  326.091,  319.590
394.980,  302.134,  301.491,  297.320
395.065,  312.794,  310.781,  305.070
395.150,  297.405,  296.431,  292.110
395.235,  305.935,  309.571,  301.410
395.320,  309.454,  311.651,  307.670
395.405,  310.034,  313.171,  305.670
395.490,  288.534,  288.271,  284.870
395.575,  301.555,  303.281,  299.510
395.660,  294.335,  290.241,  287.970
395.745,  301.585,  304.351,  300.150
395.829,  324.995,  329.301,  325.800
395.914,  326.065,  327.941,  321.950
395.999,  298.044,  300.071,  294.030
396.084,  304.294,  302.641,  297.290
396.169,  322.315,  322.021,  316.100
396.254,  313.634,  315.551,  311.120
396.339,  308.824,  312.741,  305.240
396.424,  320.694,  322.861,  320.240
396.509,  306.574,  304.781,  300.390
396.593,  314.134,  313.451,  307.240
396.678,  303.365,  302.221,  297.790
396.763,  306.435,  308.261,  304.820
396.848,  314.034,  316.871,  309.280
396.933,  319.104,  323.791,  317.450
397.017,  313.574,  315.701,  310.630
397.102,  314.435,  315.061,  309.680
397.187,  299.734,  303.331,  295.850
397.272,  303.025,  308.821,  303.230
397.356,  309.315,  309.661,  305.170
397.441,  318.275,  318.951,  315.070
397.526,  295.995,  297.691,  287.810
397.610,  311.444,  314.481,  308.130
397.695,  319.414,  316.941,  312.780
397.780,  304.504,  306.981,  296.830
397.865,  317.055,  319.701,  312.830
397.949,  313.854,  314.741,  306.660
398.034,  294.805,  296.261,  290.540
398.118,  320.025,  316.681,  317.700
398.203,  298.525,  300.881,  294.340
398.288,  297.954,  300.421,  297.010
398.372,  286.074,  290.071,  281.180
398.457,  315.065,  314.331,  307.890
398.542,  272.384,  269.021,  262.520
398.626,  313.234,  313.101,  311.200
398.711,  275.194,  273.781,  272.590
398.795,  288.134,  288.291,  281.890
398.880,  332.414,  336.021,  329.780
398.964,  299.514,  299.031,  293.130
399.049,  296.305,  298.881,  294.990
399.133,  289.544,  292.721,  287.490
399.218,  325.155,  325.501,  319.320
399.302,  308.815,  311.361,  303.410
399.387,  297.704,  297.931,  296.910
399.471,  300.284,  306.381,  297.270
399.556,  293.854,  293.751,  288.580
399.640,  306.565,  307.071,  302.770
399.725,  269.905,  270.561,  268.570
399.809,  292.095,  293.061,  288.930
399.893,  277.335,  281.621,  271.640
399.978,  301.384,  301.041,  296.400
400.062,  308.365,  308.981,  304.470
400.147,  300.965,  306.281,  298.320
400.231,  256.865,  254.091,  251.990
400.315,  301.734,  305.591,  296.280
400.400,  275.324,  275.861,  274.500
400.484,  316.574,  315.131,  312.230
400.568,  295.224,  299.051,  296.610
400.653,  291.245,  290.431,  281.520
400.737,  295.115,  296.541,  288.810
400.821,  284.974,  282.811,  278.690
400.905,  301.984,  301.851,  295.490
400.990,  293.965,  291.181,  288.440
401.074,  293.215,  293.371,  288.000
401.158,  298.305,  301.681,  295.330
401.242,  286.315,  286.791,  281.190
401.327,  290.664,  289.521,  285.040
401.411,  283.395,  284.511,  276.200
401.495,  290.294,  292.101,  284.750
401.579,  307.974,  311.021,  306.450
401.664,  287.014,  287.791,  283.000
401.748,  285.145,  277.331,  276.640
401.832,  302.395,  302.081,  298.700
401.916,  272.944,  274.801,  268.050
402.000,  312.724,  312.621,  308.770
402.084,  275.495,  277.391,  270.120
