Wave   ,Sample   ,Dark     ,Reference
230.218,  287.040,  307.050,  285.655
230.311,  311.240,  331.050,  310.855
230.404,  298.040,  359.050,  309.655
230.497,  314.840,  364.050,  307.555
230.591,  319.640,  350.050,  328.355
230.684,  316.540,  341.050,  319.555
230.777,  310.340,  355.050,  317.355
230.870,  307.140,  333.050,  296.255
230.964,  296.040,  324.050,  306.655
231.057,  321.940,  353.050,  326.655
231.150,  323.740,  382.050,  325.655
231.243,  321.040,  379.050,  321.655
231.336,  327.540,  388.050,  322.955
231.430,  300.840,  354.050,  312.155
231.523,  317.840,  358.050,  308.855
231.616,  298.040,  363.050,  298.855
231.709,  330.640,  351.050,  321.455
231.802,  320.340,  322.050,  301.255
231.895,  308.040,  359.050,  295.755
231.988,  317.940,  345.050,  306.755
232.082,  305.340,  357.050,  295.455
232.175,  303.840,  345.050,  300.255
232.268,  308.540,  347.050,  289.755
232.361,  303.440,  353.050,  300.755
232.454,  317.740,  376.050,  312.955
232.547,  328.740,  364.050,  309.255
232.640,  300.740,  342.050,  278.055
232.733,  322.840,  345.050,  305.255
232.826,  288.840,  344.050,  283.155
232.919,  320.040,  404.050,  310.055
233.012,  308.440,  314.050,  293.255
233.105,  305.340,  325.050,  287.855
233.199,  296.540,  348.050,  280.755
233.292,  293.140,  324.050,  292.955
233.385,  269.940,  302.050,  259.855
233.478,  294.640,  355.050,  284.255
233.571,  331.740,  382.050,  322.555
233.664,  317.640,  364.050,  311.655
233.757,  294.140,  318.050,  272.055
233.850,  297.640,  315.050,  279.155
233.943,  297.140,  319.050,  276.655
234.035,  302.440,  341.050,  294.055
234.128,  290.940,  296.050,  272.755
234.221,  303.740,  373.050,  292.855
234.314,  315.740,  357.050,  305.955
234.407,  316.240,  323.050,  308.855
234.500,  293.240,  326.050,  277.255
234.593,  282.940,  292.050,  277.455
234.686,  294.840,  304.050,  284.055
234.779,  304.240,  346.050,  286.055
234.872,  280.640,  323.050,  271.455
234.965,  295.840,  313.050,  274.555
235.058,  274.340,  336.050,  275.155
235.150,  300.240,  334.050,  275.255
235.243,  292.240,  323.050,  282.655
235.336,  307.040,  333.050,  294.055
235.429,  275.940,  316.050,  265.555
235.522,  336.240,  360.050,  323.455
235.615,  269.140,  285.050,  251.955
235.707,  294.840,  289.050,  267.955
