Wave   ,Sample   ,Dark     ,Reference
392.083,  308.303,  311.871,  308.110
392.168,  314.733,  318.551,  316.390
392.253,  312.303,  317.421,  315.990
392.339,  334.423,  339.961,  335.510
392.424,  317.673,  323.441,  317.600
392.509,  332.543,  338.311,  333.640
392.595,  325.073,  334.291,  329.440
392.680,  332.233,  337.851,  334.440
392.765,  313.343,  319.461,  313.210
392.851,  344.463,  352.591,  343.580
392.936,  323.523,  326.041,  321.680
393.021,  355.243,  360.711,  355.170
393.107,  332.703,  336.561,  332.750
393.192,  332.083,  340.121,  330.880
393.277,  336.213,  341.641,  332.570
393.362,  336.923,  346.951,  339.650
393.447,  329.983,  339.431,  328.180
393.533,  307.433,  309.811,  303.850
393.618,  323.923,  327.861,  321.010
393.703,  336.183,  345.551,  338.320
393.788,  319.443,  323.471,  320.090
393.873,  321.663,  325.131,  321.070
393.959,  325.253,  328.591,  320.750
394.044,  297.953,  302.371,  298.770
394.129,  309.693,  307.901,  306.970
394.214,  317.653,  318.151,  318.350
394.299,  335.053,  333.511,  333.340
394.384,  333.453,  338.591,  337.980
394.469,  289.443,  295.451,  291.540
394.554,  305.813,  309.711,  305.850
394.640,  314.493,  314.531,  311.400
394.725,  324.883,  329.961,  327.390
394.810,  298.843,  299.931,  295.010
394.895,  320.713,  326.091,  319.590
394.980,  300.513,  301.491,  297.320
395.065,  307.253,  310.781,  305.070
395.150,  290.003,  296.431,  292.110
395.235,  304.213,  309.571,  301.410
395.320,  306.193,  311.651,  307.670
395.405,  311.133,  313.171,  305.670
395.490,  286.013,  288.271,  284.870
395.575,  299.833,  303.281,  299.510
395.660,  292.203,  290.241,  287.970
395.745,  300.753,  304.351,  300.150
395.829,  323.183,  329.301,  325.800
395.914,  325.143,  327.941,  321.950
395.999,  295.383,  300.071,  294.030
396.084,  304.113,  302.641,  297.290
396.169,  320.113,  322.021,  316.100
396.254,  309.533,  315.551,  311.120
396.339,  306.463,  312.741,  305.240
396.424,  321.973,  322.861,  320.240
396.509,  305.953,  304.781,  300.390
396.593,  309.093,  313.451,  307.240
396.678,  299.543,  302.221,  297.790
396.763,  303.713,  308.261,  304.820
396.848,  312.923,  316.871,  309.280
396.933,  318.003,  323.791,  317.450
397.017,  312.083,  315.701,  310.630
397.102,  307.673,  315.061,  309.680
397.187,  297.773,  303.331,  295.850
397.272,  300.223,  308.821,  303.230
397.356,  304.873,  309.661,  305.170
397.441,  315.653,  318.951,  315.070
397.526,  292.903,  297.691,  287.810
397.610,  308.053,  314.481,  308.130
397.695,  311.503,  316.941,  312.780
397.780,  302.073,  306.981,  296.830
397.865,  317.463,  319.701,  312.830
397.949,  313.523,  314.741,  306.660
398.034,  290.363,  296.261,  290.540
398.118,  315.423,  316.681,  317.700
398.203,  295.803,  300.881,  294.340
398.288,  296.253,  300.421,  297.010
398.372,  290.293,  290.071,  281.180
398.457,  309.963,  314.331,  307.890
398.542,  261.643,  269.021,  262.520
398.626,  309.413,  313.101,  311.200
398.711,  271.223,  273.781,  272.590
398.795,  284.093,  288.291,  281.890
398.880,  331.603,  336.021,  329.780
398.964,  295.363,  299.031,  293.130
399.049,  296.063,  298.881,  294.990
399.133,  288.133,  292.721,  287.490
399.218,  322.933,  325.501,  319.320
399.302,  307.713,  311.361,  303.410
399.387,  297.953,  297.931,  296.910
399.471,  297.413,  306.381,  297.270
399.556,  291.243,  293.751,  288.580
399.640,  304.843,  307.071,  302.770
399.725,  269.003,  270.561,  268.570
399.809,  286.153,  293.061,  288.930
399.893,  274.843,  281.621,  271.640
399.978,  300.913,  301.041,  296.400
400.062,  304.433,  308.981,  304.470
400.147,  296.883,  306.281,  298.320
400.231,  253.663,  254.091,  251.990
400.315,  301.053,  305.591,  296.280
400.400,  272.663,  275.861,  274.500
400.484,  313.233,  315.131,  312.230
400.568,  297.493,  299.051,  296.610
400.653,  287.983,  290.431,  281.520
400.737,  291.783,  296.541,  288.810
400.821,  279.873,  282.811,  278.690
400.905,  296.803,  301.851,  295.490
400.990,  289.583,  291.181,  288.440
401.074,  290.963,  293.371,  288.000
401.158,  301.503,  301.681,  295.330
401.242,  282.533,  286.791,  281.190
401.327,  287.213,  289.521,  285.040
401.411,  277.963,  284.511,  276.200
401.495,  287.203,  292.101,  284.750
401.579,  305.663,  311.021,  306.450
401.664,  290.443,  287.791,  283.000
401.748,  275.033,  277.331,  276.640
401.832,  302.083,  302.081,  298.700
401.916,  270.053,  274.801,  268.050
402.000,  312.933,  312.621,  308.770
402.084,  272.223,  277.391,  270.120
402.168,  291.353,  293.391,  287.640
402.253,  278.153,  278.641,  274.470
402.337,  309.863,  312.201,  306.670
402.421,  302.933,  306.221,  303.320
402.505,  312.873,  313.231,  307.590
402.589,  277.943,  278.831,  273.290
402.673,  314.533,  311.761,  308.270
402.757,  294.293,  288.981,  285.640
402.841,  285.873,  284.621,  276.960
402.925,  302.763,  302.821,  296.020
403.009,  313.253,  312.851,  303.390
403.093,  298.863,  299.371,  293.380
403.177,  288.203,  288.151,  277.490
403.261,  315.273,  316.871,  307.560
403.345,  304.503,  300.291,  296.410
403.429,  308.503,  306.401,  301.200
403.513,  309.173,  302.201,  297.370
403.597,  307.463,  300.131,  294.500
403.681,  305.333,  297.081,  293.960
403.765,  297.563,  285.591,  280.580
403.848,  318.633,  307.211,  298.160
403.932,  298.473,  280.091,  274.410
404.016,  349.253,  321.291,  320.720
404.100,  323.013,  282.941,  279.730
404.184,  372.493,  313.611,  310.060
404.268,  406.053,  315.231,  309.530
404.352,  424.593,  273.071,  263.170
404.435,  626.533,  305.191,  299.530
404.519, 1512.053,  297.281,  283.440
404.603, 4862.793,  309.431,  293.080
404.687, 2432.483,  334.091,  326.120
404.771,  361.043,  303.321,  296.080
404.854,  325.893,  302.911,  303.360
404.938,  270.983,  263.471,  263.110
405.022,  304.353,  300.891,  293.980
405.106,  332.153,  327.061,  323.740
405.189,  296.653,  293.581,  288.680
405.273,  331.493,  333.071,  326.180
405.357,  325.513,  323.771,  318.340
405.441,  287.673,  287.021,  284.680
405.524,  307.923,  307.861,  303.370
405.608,  296.163,  297.931,  292.080
405.692,  299.123,  297.841,  292.990
405.775,  306.653,  308.431,  306.680
405.859,  302.983,  302.561,  297.970
405.942,  307.493,  310.431,  305.020
406.026,  293.593,  295.881,  288.320
406.110,  290.473,  296.421,  286.180
406.193,  298.273,  295.771,  293.950
406.277,  300.093,  301.281,  291.700
406.360,  315.613,  318.791,  313.580
406.444,  318.693,  318.881,  315.260
406.528,  282.303,  285.841,  280.400
406.611,  309.923,  315.701,  306.650
406.695,  281.753,  285.161,  282.470
406.778,  292.413,  292.881,  290.780
406.862,  309.823,  310.011,  305.730
406.945,  303.113,  303.731,  300.190
407.029,  312.123,  309.811,  307.700
407.112,  302.493,  300.581,  296.570
407.196,  317.793,  316.251,  312.370
407.279,  312.233,  309.621,  305.290
407.362,  314.683,  314.751,  307.640
407.446,  263.643,  255.441,  249.670
407.529,  330.783,  314.761,  307.940
407.613,  348.043,  300.071,  292.920
407.696,  563.293,  310.991,  308.920
407.779,  635.603,  291.391,  285.880
407.863,  350.393,  327.571,  324.070
407.946,  312.423,  311.961,  303.180
408.030,  294.513,  294.681,  293.020
408.113,  287.893,  289.501,  290.050
408.196,  292.733,  298.591,  292.590
408.280,  267.233,  272.871,  266.820
408.363,  309.983,  315.021,  306.610
408.446,  270.763,  273.991,  266.900
408.529,  294.713,  295.701,  292.040
408.613,  295.423,  295.521,  293.470
408.696,  272.373,  273.691,  271.850
408.779,  280.373,  284.231,  277.370
408.862,  286.503,  290.371,  284.970
408.946,  292.163,  293.571,  286.430
409.029,  281.193,  286.761,  284.650
409.112,  258.043,  260.691,  258.180
409.195,  285.103,  288.751,  283.800
409.279,  258.963,  263.411,  258.390
409.362,  304.143,  303.581,  300.300
409.445,  294.813,  296.781,  292.690
409.528,  267.223,  276.891,  269.560
409.611,  305.433,  308.311,  300.210
409.694,  271.963,  273.981,  266.200
409.777,  258.903,  260.551,  257.470
409.861,  306.823,  312.931,  307.650
409.944,  280.013,  282.271,  281.810
410.027,  282.203,  289.871,  280.900
410.110,  281.453,  284.691,  276.770
410.193,  295.383,  297.941,  294.550
410.276,  259.243,  261.401,  257.400
410.359,  288.793,  289.791,  284.050
410.442,  262.593,  268.301,  266.490
410.525,  296.163,  302.921,  297.960
410.608,  257.853,  259.631,  254.400
410.691,  261.453,  266.631,  264.550
410.774,  275.343,  277.061,  271.110
410.857,  265.233,  271.071,  266.290
410.940,  279.973,  282.901,  277.380
411.023,  290.133,  295.121,  293.840
411.106,  278.643,  282.391,  277.930
411.189,  287.953,  288.891,  285.090
411.272,  296.583,  301.331,  298.180
411.355,  267.033,  266.141,  261.660
