Wave   ,Sample   ,Dark     ,Reference
230.218,  294.595,  290.315,  293.845
230.311,  318.655,  319.885,  318.565
230.404,  310.076,  309.855,  312.875
230.497,  318.716,  317.385,  315.715
230.591,  335.956,  333.426,  335.355
230.684,  331.836,  326.486,  329.355
230.777,  316.415,  311.736,  314.765
230.870,  319.296,  313.326,  316.955
230.964,  308.695,  310.885,  314.745
231.057,  338.956,  342.496,  343.475
231.150,  333.836,  331.695,  332.715
231.243,  329.375,  330.635,  332.775
231.336,  331.915,  331.375,  331.335
231.430,  319.776,  316.496,  317.715
231.523,  325.896,  324.516,  326.785
231.616,  312.456,  305.445,  309.685
231.709,  341.676,  328.065,  330.025
231.802,  316.076,  300.945,  301.885
231.895,  311.616,  299.836,  300.315
231.988,  327.276,  315.655,  318.535
232.082,  314.315,  298.155,  302.425
232.175,  314.616,  302.155,  306.175
232.268,  317.556,  301.266,  305.345
232.361,  314.655,  304.806,  307.515
232.454,  330.375,  322.396,  323.025
232.547,  335.456,  318.716,  322.655
232.640,  308.355,  296.766,  294.035
232.733,  330.576,  314.116,  323.045
232.826,  302.035,  288.915,  295.035
232.919,  323.996,  313.826,  312.665
233.012,  305.396,  293.646,  292.775
233.105,  310.716,  294.766,  298.815
233.199,  313.716,  299.875,  304.045
233.292,  305.456,  293.475,  296.235
233.385,  274.135,  263.426,  262.225
233.478,  310.035,  293.885,  295.685
233.571,  338.616,  324.586,  327.675
233.664,  319.875,  305.996,  308.435
233.757,  298.155,  280.796,  281.395
233.850,  296.836,  282.255,  285.825
233.943,  304.736,  290.896,  292.195
234.035,  313.135,  300.576,  302.355
234.128,  292.776,  281.836,  283.945
234.221,  312.496,  297.665,  298.245
234.314,  326.815,  304.915,  311.975
234.407,  320.076,  302.935,  309.075
234.500,  294.616,  277.625,  281.875
234.593,  303.635,  287.095,  285.735
234.686,  309.276,  293.746,  293.765
234.779,  302.896,  291.266,  293.165
234.872,  294.195,  281.806,  281.565
234.965,  303.855,  292.806,  290.795
235.058,  293.556,  274.155,  276.215
235.150,  301.975,  285.776,  290.805
235.243,  298.975,  282.736,  284.425
235.336,  315.796,  300.695,  304.545
235.429,  288.836,  273.646,  272.515
235.522,  348.296,  330.996,  335.445
235.615,  273.336,  262.276,  265.145
235.707,  293.035,  282.415,  282.335
235.800,  302.855,  289.815,  290.515
235.893,  302.195,  289.956,  292.955
235.986,  309.355,  298.266,  299.325
236.079,  300.276,  286.586,  291.125
236.171,  288.195,  270.725,  271.865
236.264,  329.535,  312.635,  313.275
236.357,  306.255,  290.986,  293.865
236.450,  324.755,  315.225,  317.215
236.542,  284.576,  267.065,  272.575
236.635,  327.755,  313.546,  316.385
236.728,  300.776,  285.516,  288.115
236.821,  296.535,  280.165,  283.715
236.913,  290.695,  277.896,  276.315
237.006,  287.396,  271.605,  275.435
237.099,  300.195,  283.896,  285.575
237.191,  311.956,  298.796,  300.225
237.284,  282.695,  267.896,  272.995
237.377,  309.896,  294.725,  297.495
237.470,  298.116,  285.415,  287.875
237.562,  295.695,  276.866,  275.785
237.655,  337.076,  320.945,  324.565
237.747,  310.016,  292.695,  295.845
237.840,  327.336,  313.086,  314.435
237.933,  319.996,  300.445,  301.555
238.025,  318.576,  301.415,  301.595
238.118,  296.635,  282.456,  287.755
238.211,  280.016,  268.155,  272.375
238.303,  285.635,  272.296,  273.415
238.396,  281.355,  268.065,  271.945
238.488,  304.135,  292.625,  291.075
238.581,  304.176,  287.855,  289.445
238.673,  306.996,  285.766,  286.865
238.766,  301.875,  282.635,  283.185
238.859,  287.375,  273.586,  276.105
238.951,  297.875,  281.095,  282.835
239.044,  293.276,  276.496,  279.525
239.136,  283.236,  269.035,  271.705
239.229,  293.595,  280.665,  283.435
239.321,  287.195,  271.255,  276.105
239.414,  308.195,  289.875,  292.345
239.506,  304.296,  284.625,  290.655
239.599,  334.336,  316.315,  315.935
239.691,  304.435,  287.945,  287.755
239.784,  319.355,  301.926,  304.175
239.876,  309.095,  295.005,  294.715
239.969,  301.176,  284.426,  288.635
240.061,  284.056,  269.505,  272.655
240.153,  292.475,  276.776,  278.405
240.246,  304.556,  287.635,  287.925
240.338,  327.435,  315.285,  314.405
240.431,  283.855,  268.896,  270.455
240.523,  284.336,  269.315,  270.665
240.615,  317.556,  299.086,  301.495
240.708,  327.375,  309.945,  312.145
240.800,  302.315,  286.956,  289.175
240.893,  281.576,  272.216,  274.965
240.985,  303.896,  286.116,  289.995
241.077,  289.056,  269.866,  271.905
241.170,  318.076,  300.355,  300.805
241.262,  307.616,  293.695,  290.825
241.354,  270.016,  252.305,  253.985
241.447,  294.456,  281.326,  283.905
241.539,  284.755,  266.746,  270.745
241.631,  333.315,  314.366,  317.275
241.724,  278.415,  259.135,  260.655
241.816,  299.635,  279.385,  281.545
241.908,  296.496,  275.056,  280.445
242.000,  295.716,  277.625,  279.505
242.093,  297.236,  277.725,  280.745
242.185,  293.116,  277.736,  277.535
242.277,  291.796,  274.695,  277.115
242.369,  303.796,  282.146,  286.335
242.462,  293.915,  274.405,  274.215
242.554,  297.315,  277.146,  281.105
242.646,  298.616,  283.146,  286.575
242.738,  319.975,  303.255,  307.195
242.830,  277.635,  259.026,  260.415
242.923,  312.875,  297.035,  299.015
243.015,  283.496,  268.655,  266.675
243.107,  288.475,  267.676,  271.255
243.199,  296.796,  276.345,  278.365
243.291,  288.496,  272.125,  276.215
243.383,  268.496,  254.826,  256.465
243.476,  283.915,  269.435,  268.005
243.568,  296.796,  280.915,  284.885
243.660,  293.155,  273.385,  279.575
243.752,  303.336,  279.796,  287.275
243.844,  316.176,  300.766,  302.705
243.936,  305.355,  291.956,  293.555
244.028,  320.035,  304.796,  307.475
244.120,  272.415,  254.346,  255.525
244.212,  308.475,  293.826,  293.755
244.305,  275.456,  268.496,  267.935
244.397,  308.815,  289.165,  291.675
244.489,  322.695,  304.276,  307.925
244.581,  312.975,  299.255,  300.795
244.673,  297.195,  281.806,  283.225
244.765,  305.676,  286.035,  290.565
244.857,  300.975,  284.986,  287.335
244.949,  304.516,  283.956,  284.945
245.041,  265.056,  250.865,  255.005
245.133,  310.375,  293.695,  296.625
245.225,  295.216,  277.915,  280.695
245.317,  302.576,  289.456,  289.025
245.409,  280.915,  263.755,  269.375
245.501,  303.336,  288.496,  293.045
245.593,  301.716,  286.255,  290.055
245.685,  302.276,  285.405,  288.735
245.776,  302.195,  285.945,  287.235
245.868,  281.915,  271.276,  272.565
245.960,  282.496,  265.875,  263.405
246.052,  317.076,  310.766,  310.445
246.144,  307.016,  294.165,  294.205
246.236,  297.736,  283.576,  283.565
246.328,  303.035,  291.345,  293.965
246.420,  294.336,  279.746,  280.855
246.512,  324.996,  308.236,  310.455
246.604,  299.336,  282.526,  286.825
246.695,  286.915,  273.345,  272.135
246.787,  308.755,  293.526,  301.145
246.879,  311.896,  292.716,  297.145
