Wave   ,Sample   ,Dark     ,Reference
230.218,  292.265,  290.315,  293.845
230.311,  323.565,  319.885,  318.565
230.404,  310.865,  309.855,  312.875
230.497,  321.865,  317.385,  315.715
230.591,  332.665,  333.426,  335.355
230.684,  330.565,  326.486,  329.355
230.777,  322.665,  311.736,  314.765
230.870,  318.265,  313.326,  316.955
230.964,  319.965,  310.885,  314.745
231.057,  341.865,  342.496,  343.475
231.150,  335.265,  331.695,  332.715
231.243,  340.265,  330.635,  332.775
231.336,  326.965,  331.375,  331.335
231.430,  328.365,  316.496,  317.715
231.523,  322.265,  324.516,  326.785
231.616,  304.865,  305.445,  309.685
231.709,  345.065,  328.065,  330.025
231.802,  317.265,  300.945,  301.885
231.895,  311.965,  299.836,  300.315
231.988,  331.765,  315.655,  318.535
232.082,  301.065,  298.155,  302.425
232.175,  314.465,  302.155,  306.175
232.268,  319.365,  301.266,  305.345
232.361,  311.465,  304.806,  307.515
232.454,  328.965,  322.396,  323.025
232.547,  333.865,  318.716,  322.655
232.640,  312.765,  296.766,  294.035
232.733,  341.565,  314.116,  323.045
232.826,  314.065,  288.915,  295.035
232.919,  330.065,  313.826,  312.665
233.012,  308.865,  293.646,  292.775
233.105,  318.265,  294.766,  298.815
233.199,  320.865,  299.875,  304.045
233.292,  308.365,  293.475,  296.235
233.385,  269.765,  263.426,  262.225
233.478,  306.965,  293.885,  295.685
233.571,  341.265,  324.586,  327.675
233.664,  315.365,  305.996,  308.435
233.757,  287.965,  280.796,  281.395
233.850,  301.065,  282.255,  285.825
233.943,  306.965,  290.896,  292.195
234.035,  314.765,  300.576,  302.355
234.128,  295.465,  281.836,  283.945
234.221,  306.565,  297.665,  298.245
234.314,  324.065,  304.915,  311.975
234.407,  323.465,  302.935,  309.075
234.500,  296.365,  277.625,  281.875
234.593,  300.765,  287.095,  285.735
234.686,  307.965,  293.746,  293.765
234.779,  306.265,  291.266,  293.165
234.872,  285.465,  281.806,  281.565
234.965,  305.565,  292.806,  290.795
235.058,  291.565,  274.155,  276.215
235.150,  304.665,  285.776,  290.805
235.243,  305.065,  282.736,  284.425
235.336,  317.765,  300.695,  304.545
235.429,  283.365,  273.646,  272.515
235.522,  342.365,  330.996,  335.445
235.615,  280.565,  262.276,  265.145
235.707,  292.865,  282.415,  282.335
235.800,  299.065,  289.815,  290.515
235.893,  308.665,  289.956,  292.955
235.986,  310.065,  298.266,  299.325
236.079,  288.865,  286.586,  291.125
236.171,  291.665,  270.725,  271.865
236.264,  329.065,  312.635,  313.275
236.357,  299.565,  290.986,  293.865
236.450,  322.665,  315.225,  317.215
236.542,  286.465,  267.065,  272.575
236.635,  332.365,  313.546,  316.385
236.728,  296.765,  285.516,  288.115
236.821,  295.165,  280.165,  283.715
236.913,  293.765,  277.896,  276.315
237.006,  282.265,  271.605,  275.435
237.099,  300.765,  283.896,  285.575
237.191,  317.665,  298.796,  300.225
237.284,  287.765,  267.896,  272.995
237.377,  318.665,  294.725,  297.495
237.470,  302.365,  285.415,  287.875
237.562,  295.965,  276.866,  275.785
237.655,  339.065,  320.945,  324.565
237.747,  305.565,  292.695,  295.845
237.840,  333.765,  313.086,  314.435
237.933,  322.365,  300.445,  301.555
238.025,  317.665,  301.415,  301.595
238.118,  296.065,  282.456,  287.755
238.211,  293.065,  268.155,  272.375
238.303,  283.465,  272.296,  273.415
238.396,  273.965,  268.065,  271.945
238.488,  304.865,  292.625,  291.075
238.581,  302.665,  287.855,  289.445
238.673,  297.065,  285.766,  286.865
238.766,  288.565,  282.635,  283.185
238.859,  285.365,  273.586,  276.105
238.951,  287.865,  281.095,  282.835
239.044,  290.965,  276.496,  279.525
239.136,  288.265,  269.035,  271.705
239.229,  282.365,  280.665,  283.435
239.321,  297.765,  271.255,  276.105
239.414,  306.365,  289.875,  292.345
239.506,  297.165,  284.625,  290.655
239.599,  336.665,  316.315,  315.935
239.691,  314.065,  287.945,  287.755
239.784,  321.865,  301.926,  304.175
