Wave   ,Sample   ,Dark     ,Reference
230.218,  322.400,  290.315,  293.845
230.311,  307.400,  319.885,  318.565
230.404,  324.400,  309.855,  312.875
230.497,  298.400,  317.385,  315.715
230.591,  313.400,  333.426,  335.355
230.684,  351.400,  326.486,  329.355
230.777,  330.400,  311.736,  314.765
230.870,  304.400,  313.326,  316.955
230.964,  309.400,  310.885,  314.745
231.057,  365.400,  342.496,  343.475
231.150,  356.400,  331.695,  332.715
231.243,  343.400,  330.635,  332.775
231.336,  342.400,  331.375,  331.335
231.430,  345.400,  316.496,  317.715
231.523,  315.400,  324.516,  326.785
231.616,  324.400,  305.445,  309.685
231.709,  338.400,  328.065,  330.025
231.802,  313.400,  300.945,  301.885
231.895,  331.400,  299.836,  300.315
231.988,  362.400,  315.655,  318.535
232.082,  292.400,  298.155,  302.425
232.175,  331.400,  302.155,  306.175
232.268,  309.400,  301.266,  305.345
232.361,  340.400,  304.806,  307.515
232.454,  349.400,  322.396,  323.025
232.547,  308.400,  318.716,  322.655
232.640,  286.400,  296.766,  294.035
232.733,  335.400,  314.116,  323.045
232.826,  308.400,  288.915,  295.035
232.919,  325.400,  313.826,  312.665
233.012,  322.400,  293.646,  292.775
233.105,  315.400,  294.766,  298.815
233.199,  308.400,  299.875,  304.045
233.292,  302.400,  293.475,  296.235
233.385,  263.400,  263.426,  262.225
233.478,  301.400,  293.885,  295.685
233.571,  344.400,  324.586,  327.675
233.664,  322.400,  305.996,  308.435
233.757,  299.400,  280.796,  281.395
233.850,  294.400,  282.255,  285.825
233.943,  323.400,  290.896,  292.195
234.035,  308.400,  300.576,  302.355
234.128,  285.400,  281.836,  283.945
234.221,  324.400,  297.665,  298.245
234.314,  299.400,  304.915,  311.975
234.407,  340.400,  302.935,  309.075
234.500,  314.400,  277.625,  281.875
234.593,  297.400,  287.095,  285.735
234.686,  298.400,  293.746,  293.765
234.779,  326.400,  291.266,  293.165
234.872,  296.400,  281.806,  281.565
234.965,  311.400,  292.806,  290.795
235.058,  293.400,  274.155,  276.215
235.150,  299.400,  285.776,  290.805
