Wave   ,Sample   ,Dark     ,Reference
230.218,  296.167,  290.315,  293.845
230.311,  322.107,  319.885,  318.565
230.404,  314.287,  309.855,  312.875
230.497,  319.947,  317.385,  315.715
230.591,  335.807,  333.426,  335.355
230.684,  331.247,  326.486,  329.355
230.777,  314.547,  311.736,  314.765
230.870,  315.147,  313.326,  316.955
230.964,  313.687,  310.885,  314.745
231.057,  347.427,  342.496,  343.475
231.150,  331.527,  331.695,  332.715
231.243,  331.507,  330.635,  332.775
231.336,  333.207,  331.375,  331.335
231.430,  321.927,  316.496,  317.715
231.523,  327.707,  324.516,  326.785
231.616,  310.647,  305.445,  309.685
231.709,  344.347,  328.065,  330.025
231.802,  316.567,  300.945,  301.885
231.895,  313.047,  299.836,  300.315
231.988,  327.307,  315.655,  318.535
232.082,  313.647,  298.155,  302.425
232.175,  319.087,  302.155,  306.175
232.268,  315.847,  301.266,  305.345
232.361,  317.027,  304.806,  307.515
232.454,  330.827,  322.396,  323.025
232.547,  338.247,  318.716,  322.655
232.640,  305.367,  296.766,  294.035
232.733,  332.307,  314.116,  323.045
232.826,  309.987,  288.915,  295.035
232.919,  329.207,  313.826,  312.665
233.012,  304.827,  293.646,  292.775
233.105,  312.227,  294.766,  298.815
233.199,  317.087,  299.875,  304.045
233.292,  310.687,  293.475,  296.235
233.385,  277.127,  263.426,  262.225
233.478,  310.427,  293.885,  295.685
233.571,  341.547,  324.586,  327.675
233.664,  320.827,  305.996,  308.435
233.757,  295.487,  280.796,  281.395
233.850,  294.367,  282.255,  285.825
233.943,  306.867,  290.896,  292.195
234.035,  312.947,  300.576,  302.355
234.128,  296.987,  281.836,  283.945
234.221,  311.507,  297.665,  298.245
234.314,  326.367,  304.915,  311.975
234.407,  321.247,  302.935,  309.075
234.500,  293.247,  277.625,  281.875
234.593,  300.267,  287.095,  285.735
234.686,  309.207,  293.746,  293.765
234.779,  306.147,  291.266,  293.165
234.872,  299.367,  281.806,  281.565
234.965,  302.907,  292.806,  290.795
235.058,  292.187,  274.155,  276.215
235.150,  307.107,  285.776,  290.805
235.243,  300.627,  282.736,  284.425
235.336,  317.927,  300.695,  304.545
235.429,  288.447,  273.646,  272.515
235.522,  344.007,  330.996,  335.445
235.615,  279.287,  262.276,  265.145
235.707,  294.727,  282.415,  282.335
235.800,  303.767,  289.815,  290.515
235.893,  305.927,  289.956,  292.955
235.986,  313.827,  298.266,  299.325
236.079,  298.767,  286.586,  291.125
236.171,  287.367,  270.725,  271.865
236.264,  327.827,  312.635,  313.275
236.357,  307.087,  290.986,  293.865
236.450,  325.487,  315.225,  317.215
236.542,  285.367,  267.065,  272.575
236.635,  328.407,  313.546,  316.385
236.728,  301.867,  285.516,  288.115
236.821,  295.127,  280.165,  283.715
236.913,  290.807,  277.896,  276.315
237.006,  284.407,  271.605,  275.435
237.099,  295.627,  283.896,  285.575
237.191,  318.407,  298.796,  300.225
237.284,  286.987,  267.896,  272.995
237.377,  312.887,  294.725,  297.495
237.470,  299.887,  285.415,  287.875
237.562,  291.887,  276.866,  275.785
237.655,  335.467,  320.945,  324.565
237.747,  313.147,  292.695,  295.845
237.840,  329.027,  313.086,  314.435
237.933,  315.307,  300.445,  301.555
238.025,  319.127,  301.415,  301.595
238.118,  297.067,  282.456,  287.755
238.211,  281.987,  268.155,  272.375
238.303,  285.467,  272.296,  273.415
238.396,  281.147,  268.065,  271.945
238.488,  304.947,  292.625,  291.075
238.581,  301.167,  287.855,  289.445
238.673,  302.707,  285.766,  286.865
238.766,  296.167,  282.635,  283.185
238.859,  289.747,  273.586,  276.105
238.951,  300.267,  281.095,  282.835
239.044,  294.767,  276.496,  279.525
239.136,  285.247,  269.035,  271.705
239.229,  300.787,  280.665,  283.435
239.321,  288.767,  271.255,  276.105
239.414,  307.647,  289.875,  292.345
239.506,  300.427,  284.625,  290.655
239.599,  333.927,  316.315,  315.935
239.691,  304.327,  287.945,  287.755
239.784,  319.687,  301.926,  304.175
239.876,  311.287,  295.005,  294.715
239.969,  301.387,  284.426,  288.635
240.061,  288.927,  269.505,  272.655
240.153,  299.867,  276.776,  278.405
240.246,  299.827,  287.635,  287.925
240.338,  323.287,  315.285,  314.405
240.431,  281.467,  268.896,  270.455
240.523,  285.787,  269.315,  270.665
240.615,  318.767,  299.086,  301.495
240.708,  328.387,  309.945,  312.145
240.800,  303.127,  286.956,  289.175
240.893,  287.367,  272.216,  274.965
240.985,  307.707,  286.116,  289.995
241.077,  284.267,  269.866,  271.905
241.170,  317.127,  300.355,  300.805
241.262,  307.027,  293.695,  290.825
241.354,  271.787,  252.305,  253.985
241.447,  300.667,  281.326,  283.905
241.539,  286.307,  266.746,  270.745
241.631,  327.667,  314.366,  317.275
241.724,  278.267,  259.135,  260.655
241.816,  301.967,  279.385,  281.545
241.908,  296.907,  275.056,  280.445
242.000,  299.527,  277.625,  279.505
242.093,  299.467,  277.725,  280.745
242.185,  294.767,  277.736,  277.535
242.277,  289.427,  274.695,  277.115
242.369,  300.827,  282.146,  286.335
242.462,  291.107,  274.405,  274.215
242.554,  297.347,  277.146,  281.105
242.646,  301.987,  283.146,  286.575
