Wave   ,Sample   ,Dark     ,Reference
230.218,  294.654,  290.315,  293.845
230.311,  321.233,  319.885,  318.565
230.404,  315.434,  309.855,  312.875
230.497,  321.694,  317.385,  315.715
230.591,  338.293,  333.426,  335.355
230.684,  334.194,  326.486,  329.355
230.777,  320.414,  311.736,  314.765
230.870,  318.154,  313.326,  316.955
230.964,  314.694,  310.885,  314.745
231.057,  340.654,  342.496,  343.475
231.150,  338.113,  331.695,  332.715
231.243,  334.673,  330.635,  332.775
231.336,  334.634,  331.375,  331.335
231.430,  323.414,  316.496,  317.715
231.523,  328.733,  324.516,  326.785
231.616,  311.594,  305.445,  309.685
231.709,  343.654,  328.065,  330.025
231.802,  319.254,  300.945,  301.885
231.895,  317.393,  299.836,  300.315
231.988,  325.594,  315.655,  318.535
232.082,  318.393,  298.155,  302.425
232.175,  320.154,  302.155,  306.175
232.268,  316.573,  301.266,  305.345
232.361,  318.374,  304.806,  307.515
232.454,  338.553,  322.396,  323.025
232.547,  335.654,  318.716,  322.655
232.640,  311.314,  296.766,  294.035
232.733,  330.134,  314.116,  323.045
232.826,  305.173,  288.915,  295.035
232.919,  328.393,  313.826,  312.665
233.012,  307.673,  293.646,  292.775
233.105,  318.613,  294.766,  298.815
233.199,  318.694,  299.875,  304.045
233.292,  313.513,  293.475,  296.235
233.385,  277.474,  263.426,  262.225
233.478,  306.993,  293.885,  295.685
233.571,  341.474,  324.586,  327.675
233.664,  322.694,  305.996,  308.435
233.757,  293.013,  280.796,  281.395
233.850,  297.853,  282.255,  285.825
233.943,  307.493,  290.896,  292.195
234.035,  315.353,  300.576,  302.355
234.128,  297.793,  281.836,  283.945
234.221,  314.453,  297.665,  298.245
234.314,  325.793,  304.915,  311.975
234.407,  321.353,  302.935,  309.075
234.500,  298.573,  277.625,  281.875
234.593,  306.814,  287.095,  285.735
234.686,  311.594,  293.746,  293.765
234.779,  308.953,  291.266,  293.165
234.872,  299.094,  281.806,  281.565
234.965,  304.893,  292.806,  290.795
235.058,  295.673,  274.155,  276.215
235.150,  306.414,  285.776,  290.805
235.243,  301.233,  282.736,  284.425
235.336,  319.053,  300.695,  304.545
235.429,  287.914,  273.646,  272.515
235.522,  346.993,  330.996,  335.445
235.615,  283.094,  262.276,  265.145
235.707,  297.914,  282.415,  282.335
235.800,  309.273,  289.815,  290.515
235.893,  308.034,  289.956,  292.955
235.986,  313.254,  298.266,  299.325
236.079,  298.993,  286.586,  291.125
236.171,  286.233,  270.725,  271.865
236.264,  330.934,  312.635,  313.275
236.357,  309.094,  290.986,  293.865
236.450,  329.654,  315.225,  317.215
236.542,  286.134,  267.065,  272.575
236.635,  332.034,  313.546,  316.385
236.728,  303.733,  285.516,  288.115
236.821,  296.594,  280.165,  283.715
236.913,  292.733,  277.896,  276.315
237.006,  285.634,  271.605,  275.435
237.099,  297.893,  283.896,  285.575
237.191,  322.773,  298.796,  300.225
237.284,  286.194,  267.896,  272.995
237.377,  313.034,  294.725,  297.495
237.470,  297.034,  285.415,  287.875
237.562,  294.414,  276.866,  275.785
237.655,  338.534,  320.945,  324.565
237.747,  314.733,  292.695,  295.845
237.840,  327.333,  313.086,  314.435
237.933,  315.793,  300.445,  301.555
238.025,  316.953,  301.415,  301.595
238.118,  301.134,  282.456,  287.755
238.211,  287.094,  268.155,  272.375
238.303,  290.613,  272.296,  273.415
238.396,  286.634,  268.065,  271.945
238.488,  311.874,  292.625,  291.075
238.581,  306.974,  287.855,  289.445
238.673,  303.273,  285.766,  286.865
238.766,  299.414,  282.635,  283.185
238.859,  287.273,  273.586,  276.105
238.951,  297.113,  281.095,  282.835
239.044,  296.553,  276.496,  279.525
239.136,  287.273,  269.035,  271.705
239.229,  298.493,  280.665,  283.435
239.321,  290.414,  271.255,  276.105
239.414,  310.034,  289.875,  292.345
239.506,  302.233,  284.625,  290.655
239.599,  335.434,  316.315,  315.935
239.691,  304.474,  287.945,  287.755
239.784,  324.833,  301.926,  304.175
239.876,  309.173,  295.005,  294.715
239.969,  307.113,  284.426,  288.635
240.061,  287.874,  269.505,  272.655
240.153,  298.053,  276.776,  278.405
240.246,  308.273,  287.635,  287.925
240.338,  328.634,  315.285,  314.405
240.431,  285.513,  268.896,  270.455
240.523,  287.513,  269.315,  270.665
240.615,  314.694,  299.086,  301.495
240.708,  329.053,  309.945,  312.145
240.800,  304.513,  286.956,  289.175
240.893,  294.314,  272.216,  274.965
240.985,  305.414,  286.116,  289.995
241.077,  288.673,  269.866,  271.905
241.170,  316.134,  300.355,  300.805
241.262,  311.073,  293.695,  290.825
241.354,  271.113,  252.305,  253.985
241.447,  299.733,  281.326,  283.905
