Wave   ,Sample   ,Dark     ,Reference
230.218,  293.919,  290.315,  293.845
230.311,  321.652,  319.885,  318.565
230.404,  314.286,  309.855,  312.875
230.497,  317.152,  317.385,  315.715
230.591,  343.253,  333.426,  335.355
230.684,  326.219,  326.486,  329.355
230.777,  316.319,  311.736,  314.765
230.870,  317.652,  313.326,  316.955
230.964,  318.986,  310.885,  314.745
231.057,  347.019,  342.496,  343.475
231.150,  332.286,  331.695,  332.715
231.243,  326.419,  330.635,  332.775
231.336,  337.019,  331.375,  331.335
231.430,  317.219,  316.496,  317.715
231.523,  329.586,  324.516,  326.785
231.616,  311.086,  305.445,  309.685
231.709,  347.819,  328.065,  330.025
231.802,  315.086,  300.945,  301.885
231.895,  314.919,  299.836,  300.315
231.988,  328.719,  315.655,  318.535
232.082,  314.719,  298.155,  302.425
232.175,  317.486,  302.155,  306.175
232.268,  318.453,  301.266,  305.345
232.361,  317.986,  304.806,  307.515
232.454,  334.419,  322.396,  323.025
232.547,  336.119,  318.716,  322.655
232.640,  312.152,  296.766,  294.035
232.733,  332.219,  314.116,  323.045
232.826,  311.719,  288.915,  295.035
232.919,  332.219,  313.826,  312.665
233.012,  308.453,  293.646,  292.775
233.105,  314.119,  294.766,  298.815
233.199,  320.652,  299.875,  304.045
233.292,  314.186,  293.475,  296.235
233.385,  277.419,  263.426,  262.225
233.478,  310.886,  293.885,  295.685
233.571,  340.453,  324.586,  327.675
233.664,  318.086,  305.996,  308.435
233.757,  298.686,  280.796,  281.395
233.850,  298.386,  282.255,  285.825
233.943,  303.919,  290.896,  292.195
234.035,  314.319,  300.576,  302.355
234.128,  297.453,  281.836,  283.945
234.221,  311.453,  297.665,  298.245
234.314,  326.686,  304.915,  311.975
234.407,  324.953,  302.935,  309.075
234.500,  295.353,  277.625,  281.875
234.593,  305.552,  287.095,  285.735
234.686,  308.919,  293.746,  293.765
234.779,  306.753,  291.266,  293.165
234.872,  296.219,  281.806,  281.565
234.965,  304.552,  292.806,  290.795
235.058,  296.519,  274.155,  276.215
235.150,  303.219,  285.776,  290.805
235.243,  301.453,  282.736,  284.425
235.336,  318.819,  300.695,  304.545
235.429,  295.586,  273.646,  272.515
235.522,  344.986,  330.996,  335.445
235.615,  280.686,  262.276,  265.145
235.707,  294.686,  282.415,  282.335
235.800,  303.152,  289.815,  290.515
235.893,  308.086,  289.956,  292.955
235.986,  311.853,  298.266,  299.325
236.079,  299.386,  286.586,  291.125
236.171,  289.819,  270.725,  271.865
236.264,  326.953,  312.635,  313.275
236.357,  309.586,  290.986,  293.865
236.450,  326.586,  315.225,  317.215
236.542,  283.052,  267.065,  272.575
236.635,  327.552,  313.546,  316.385
236.728,  295.586,  285.516,  288.115
236.821,  298.419,  280.165,  283.715
236.913,  291.353,  277.896,  276.315
237.006,  284.719,  271.605,  275.435
237.099,  294.853,  283.896,  285.575
237.191,  319.886,  298.796,  300.225
237.284,  283.253,  267.896,  272.995
237.377,  310.586,  294.725,  297.495
237.470,  308.986,  285.415,  287.875
237.562,  296.486,  276.866,  275.785
237.655,  341.886,  320.945,  324.565
237.747,  314.652,  292.695,  295.845
237.840,  326.519,  313.086,  314.435
237.933,  321.286,  300.445,  301.555
238.025,  322.519,  301.415,  301.595
238.118,  291.786,  282.456,  287.755
238.211,  286.019,  268.155,  272.375
238.303,  288.453,  272.296,  273.415
238.396,  281.353,  268.065,  271.945
238.488,  309.986,  292.625,  291.075
238.581,  302.453,  287.855,  289.445
238.673,  305.586,  285.766,  286.865
238.766,  297.419,  282.635,  283.185
238.859,  288.586,  273.586,  276.105
238.951,  293.686,  281.095,  282.835
239.044,  294.686,  276.496,  279.525
239.136,  289.253,  269.035,  271.705
239.229,  305.619,  280.665,  283.435
239.321,  286.419,  271.255,  276.105
239.414,  307.019,  289.875,  292.345
239.506,  297.453,  284.625,  290.655
239.599,  332.119,  316.315,  315.935
239.691,  308.319,  287.945,  287.755
239.784,  319.152,  301.926,  304.175
239.876,  309.719,  295.005,  294.715
239.969,  303.886,  284.426,  288.635
240.061,  289.086,  269.505,  272.655
